variant,candidate_id,direction,score,setup_timestamp,bos_timestamp,retest_timestamp,reclaim_timestamp,confirm_timestamp,entry_timestamp,entry_price,stop_price,target_price,risk_points,htf_regime,session_bucket,mfe_R,mae_R,exit_timestamp,exit_price,gross_result_R,cost_R,net_result_R,exit_reason,recovered_vs_current
P0.20_W4,29,Long,90.0,2026-07-02 21:05:00-05:00,2026-07-02 21:05:00-05:00,2026-07-02 21:10:00-05:00,2026-07-02 21:15:00-05:00,2026-07-02 21:20:00-05:00,2026-07-02 21:20:00-05:00,29400.0,29354.12814045621,29491.743719087583,45.871859543790904,-1,0,0.877444263221462,0.2506983609204177,2026-07-02 22:20:00-05:00,29428.25,0.615845973565374,0.01580489666672199,0.6000410768986519,TIME,False
P0.20_W4,40,Long,85.0,2026-07-07 10:50:00-05:00,2026-07-07 10:50:00-05:00,2026-07-07 10:55:00-05:00,2026-07-07 11:00:00-05:00,2026-07-07 11:10:00-05:00,2026-07-07 11:10:00-05:00,29148.5,29067.334739368947,29310.830521262105,81.16526063105175,-1,3,1.4107020554086072,0.19404853600598743,2026-07-07 12:10:00-05:00,29216.75,0.8408769893592789,0.008932392927259739,0.8319445964320191,TIME,False
P0.20_W4,55,Short,75.0,2026-07-09 19:05:00-05:00,2026-07-09 19:05:00-05:00,2026-07-09 19:15:00-05:00,2026-07-09 19:20:00-05:00,2026-07-09 19:25:00-05:00,2026-07-09 19:25:00-05:00,29519.25,29560.16229604445,29437.425407911094,40.912296044452184,1,0,0.8004928387401271,0.983811809443973,2026-07-09 20:25:00-05:00,29548.5,-0.714943985744999,0.017720833834705102,-0.7326648195797041,TIME,False
P0.20_W4,57,Short,75.0,2026-07-10 06:35:00-05:00,2026-07-10 06:35:00-05:00,2026-07-10 06:40:00-05:00,2026-07-10 06:45:00-05:00,2026-07-10 06:50:00-05:00,2026-07-10 06:50:00-05:00,29501.75,29532.820680070654,29439.60863985869,31.070680070655364,1,1,1.5529109723468721,1.9069424893585942,2026-07-10 07:10:00-05:00,29532.820680070654,-1.0,0.02333389543940896,-1.023333895439409,STOP,False
P0.20_W4,60,Long,75.0,2026-07-10 12:25:00-05:00,2026-07-10 12:25:00-05:00,2026-07-10 12:30:00-05:00,2026-07-10 12:35:00-05:00,2026-07-10 12:40:00-05:00,2026-07-10 12:40:00-05:00,29747.0,29701.055984191462,29838.88803161708,45.94401580853947,1,4,0.1632421517364618,0.9413630750135964,2026-07-10 13:40:00-05:00,29721.75,-0.5495819108460881,0.015780074667857975,-0.5653619855139461,TIME,False
P0.20_W4,85,Short,75.0,2026-07-16 11:10:00-05:00,2026-07-16 11:10:00-05:00,2026-07-16 11:30:00-05:00,2026-07-16 11:35:00-05:00,2026-07-16 11:40:00-05:00,2026-07-16 11:40:00-05:00,28975.0,29051.118399339593,28822.76320132081,76.11839933959466,-1,3,0.8243736145849195,0.7849613302222939,2026-07-16 12:40:00-05:00,28926.0,0.6437339779228853,0.009524635387634529,0.6342093425352509,TIME,False
P0.20_W4,119,Short,75.0,2026-07-23 09:40:00-05:00,2026-07-23 09:40:00-05:00,2026-07-23 09:45:00-05:00,2026-07-23 09:50:00-05:00,2026-07-23 10:00:00-05:00,2026-07-23 10:00:00-05:00,28250.0,28356.080185089126,28037.83962982175,106.08018508912647,-1,2,1.2749789217125294,0.5750367040625826,2026-07-23 11:00:00-05:00,28298.75,-0.459558021689359,0.006834452630252006,-0.466392474319611,TIME,False
P0.20_W4,122,Long,75.0,2026-07-23 23:55:00-05:00,2026-07-23 23:55:00-05:00,2026-07-24 00:00:00-05:00,2026-07-24 00:05:00-05:00,2026-07-24 00:10:00-05:00,2026-07-24 00:10:00-05:00,28275.5,28234.063722277882,28358.372555444235,41.43627772211805,-1,0,0.3318348258067703,1.188572012435159,2026-07-24 00:55:00-05:00,28234.063722277882,-1.0,0.017496745360720614,-1.0174967453607207,STOP,False
P0.20_W4,137,Long,90.0,2026-07-28 18:40:00-05:00,2026-07-28 18:40:00-05:00,2026-07-28 18:45:00-05:00,2026-07-28 18:50:00-05:00,2026-07-28 18:55:00-05:00,2026-07-28 18:55:00-05:00,27784.75,27705.894995978244,27942.460008043516,78.8550040217576,-1,0,0.9606238810044209,1.0715870355758887,2026-07-28 19:30:00-05:00,27705.894995978244,-1.0,0.009194089950207329,-1.0091940899502074,STOP,False
P0.20_W4,141,Short,75.0,2026-07-29 10:50:00-05:00,2026-07-29 10:50:00-05:00,2026-07-29 10:55:00-05:00,2026-07-29 11:00:00-05:00,2026-07-29 11:10:00-05:00,2026-07-29 11:10:00-05:00,27102.0,27195.62710584273,26914.745788314536,93.62710584273138,-1,3,0.11214701026471122,1.1561822724909514,2026-07-29 11:20:00-05:00,27195.62710584273,-1.0,0.007743484042087203,-1.0077434840420871,STOP,True
P0.20_W4,143,Long,75.0,2026-07-29 13:00:00-05:00,2026-07-29 13:00:00-05:00,2026-07-29 13:15:00-05:00,2026-07-29 13:25:00-05:00,2026-07-29 13:35:00-05:00,2026-07-29 13:35:00-05:00,27550.0,27437.19311704901,27775.61376590198,112.80688295098973,-1,4,2.030017974164677,0.024377945104597648,2026-07-29 13:55:00-05:00,27775.61376590198,2.0,0.0064269128003030165,1.993573087199697,TARGET,False
P0.20_W4,153,Long,75.0,2026-07-30 15:00:00-05:00,2026-07-30 15:00:00-05:00,2026-07-30 15:05:00-05:00,2026-07-30 15:10:00-05:00,2026-07-30 15:15:00-05:00,2026-07-30 15:15:00-05:00,28036.75,27972.583807734773,28165.08238453045,64.16619226522619,1,5,0.9350718483028331,0.8493569288750733,2026-07-30 17:15:00-05:00,28070.0,0.51818564926782,0.011298784833659233,0.5068868644341608,TIME,False
P0.20_W4,155,Short,90.0,2026-07-31 08:40:00-05:00,2026-07-31 08:40:00-05:00,2026-07-31 08:45:00-05:00,2026-07-31 08:50:00-05:00,2026-07-31 09:00:00-05:00,2026-07-31 09:00:00-05:00,27924.75,28038.21422168574,27697.82155662852,113.46422168573852,0,1,1.434372858527758,0.9077751424169529,2026-07-31 10:00:00-05:00,28004.0,-0.6984580586072185,0.006389679400507678,-0.7048477380077263,TIME,False
P0.20_W4,160,Long,75.0,2026-08-02 20:55:00-05:00,2026-08-02 20:55:00-05:00,2026-08-02 21:00:00-05:00,2026-08-02 21:10:00-05:00,2026-08-02 21:15:00-05:00,2026-08-02 21:15:00-05:00,28356.75,28312.01857513235,28446.212849735293,44.731424867647235,1,0,0.15648953774023125,0.9109926661306319,2026-08-02 22:15:00-05:00,28353.75,-0.06706694474581339,0.016207844980238237,-0.08327478972605162,TIME,False
P0.20_W4,164,Short,90.0,2026-08-03 19:10:00-05:00,2026-08-03 19:10:00-05:00,2026-08-03 19:15:00-05:00,2026-08-03 19:25:00-05:00,2026-08-03 19:30:00-05:00,2026-08-03 19:30:00-05:00,28566.75,28598.55177876641,28503.14644246718,31.8017787664106,1,0,1.6587122496341353,1.2735136703352128,2026-08-03 20:30:00-05:00,28598.55177876641,-1.0,0.02279746693809949,-1.0227974669380995,STOP,False
P0.20_W4,170,Long,75.0,2026-08-04 14:00:00-05:00,2026-08-04 14:00:00-05:00,2026-08-04 14:25:00-05:00,2026-08-04 14:30:00-05:00,2026-08-04 14:35:00-05:00,2026-08-04 14:35:00-05:00,29604.0,29562.12278558915,29687.754428821703,41.87721441085099,1,5,0.8298068648758017,1.2178460462925433,2026-08-04 14:50:00-05:00,29562.12278558915,-1.0,0.01731251732474694,-1.017312517324747,STOP,False
P0.20_W4,171,Short,75.0,2026-08-04 15:15:00-05:00,2026-08-04 15:15:00-05:00,2026-08-04 15:20:00-05:00,2026-08-04 15:25:00-05:00,2026-08-04 15:30:00-05:00,2026-08-04 15:30:00-05:00,29460.25,29527.675453341195,29325.39909331761,67.42545334119558,1,5,0.20022112319639052,0.9825666230933979,2026-08-04 17:30:00-05:00,29517.25,-0.8453780757180933,0.010752615875361712,-0.856130691593455,TIME,False
P0.20_W4,173,Short,85.0,2026-08-05 09:30:00-05:00,2026-08-05 09:30:00-05:00,2026-08-05 09:35:00-05:00,2026-08-05 09:50:00-05:00,2026-08-05 10:00:00-05:00,2026-08-05 10:00:00-05:00,29528.5,29622.518350651757,29340.463298696486,94.01835065175624,1,2,1.4385489541394498,0.4733118555209281,2026-08-05 11:00:00-05:00,29439.25,0.9492827664099512,0.007711260567475794,0.9415715058424754,TIME,False
P0.20_W4,184,Short,75.0,2026-08-07 13:10:00-05:00,2026-08-07 13:10:00-05:00,2026-08-07 13:15:00-05:00,2026-08-07 13:20:00-05:00,2026-08-07 13:25:00-05:00,2026-08-07 13:25:00-05:00,29388.0,29430.179146878294,29303.64170624341,42.179146878295,1,4,0.693470640465983,1.5647542656668334,2026-08-07 14:00:00-05:00,29430.179146878294,-1.0,0.017188588524370517,-1.0171885885243706,STOP,False
P0.20_W4,185,Long,75.0,2026-08-07 14:05:00-05:00,2026-08-07 14:05:00-05:00,2026-08-07 14:30:00-05:00,2026-08-07 14:35:00-05:00,2026-08-07 14:45:00-05:00,2026-08-07 14:45:00-05:00,29471.5,29430.06655250162,29554.366894996765,41.43344749838201,1,5,1.7135914167599153,0.0784390437249257,2026-08-07 15:45:00-05:00,29498.25,0.6456136675820808,0.017497940523252657,0.6281157270588281,TIME,False
P0.20_W4,189,Long,90.0,2026-08-10 00:05:00-05:00,2026-08-10 00:05:00-05:00,2026-08-10 00:40:00-05:00,2026-08-10 00:50:00-05:00,2026-08-10 00:55:00-05:00,2026-08-10 00:55:00-05:00,29612.75,29592.625864136287,29652.99827172742,20.124135863711064,1,0,1.602553283202334,1.1429062174776334,2026-08-10 01:25:00-05:00,29592.625864136287,-1.0,0.036026391637881926,-1.036026391637882,STOP,False
P0.20_W4,211,Short,100.0,2026-08-12 13:55:00-05:00,2026-08-12 13:55:00-05:00,2026-08-12 14:00:00-05:00,2026-08-12 14:10:00-05:00,2026-08-12 14:20:00-05:00,2026-08-12 14:20:00-05:00,29547.75,29575.44816546217,29492.353669075663,27.698165462168863,1,5,1.4351130963634382,1.4621907019552012,2026-08-12 15:05:00-05:00,29575.44816546217,-1.0,0.02617501873870422,-1.0261750187387042,STOP,False
P0.20_W4,213,Long,90.0,2026-08-12 20:50:00-05:00,2026-08-12 20:50:00-05:00,2026-08-12 20:55:00-05:00,2026-08-12 21:00:00-05:00,2026-08-12 21:10:00-05:00,2026-08-12 21:10:00-05:00,29544.5,29519.805434634716,29593.889130730568,24.694565365283964,1,0,0.2935868638608304,1.1642237704826033,2026-08-12 21:30:00-05:00,29519.805434634716,-1.0,0.02935868638608304,-1.029358686386083,STOP,False
P0.20_W4,217,Short,90.0,2026-08-13 07:00:00-05:00,2026-08-13 07:00:00-05:00,2026-08-13 07:25:00-05:00,2026-08-13 07:30:00-05:00,2026-08-13 07:40:00-05:00,2026-08-13 07:40:00-05:00,29529.0,29561.66217994325,29463.675640113495,32.662179943251594,1,1,0.1760445876542916,1.0562675259257495,2026-08-13 07:55:00-05:00,29561.66217994325,-1.0,0.022196926269454156,-1.0221969262694541,STOP,False
P0.20_W4,230,Short,75.0,2026-08-14 09:20:00-05:00,2026-08-14 09:20:00-05:00,2026-08-14 09:25:00-05:00,2026-08-14 09:30:00-05:00,2026-08-14 09:40:00-05:00,2026-08-14 09:40:00-05:00,29837.75,29890.074130672594,29733.101738654816,52.32413067259303,1,2,2.1213921487689604,0.20067223028895573,2026-08-14 10:20:00-05:00,29733.101738654816,2.0,0.013855939710427896,1.9861440602895721,TARGET,False
P0.20_W4,236,Long,75.0,2026-08-16 22:35:00-05:00,2026-08-16 22:35:00-05:00,2026-08-16 22:40:00-05:00,2026-08-16 22:45:00-05:00,2026-08-16 22:50:00-05:00,2026-08-16 22:50:00-05:00,29926.75,29913.090200302995,29954.06959939401,13.65979969700534,1,0,0.7686789142524493,0.8418864298955396,2026-08-16 23:50:00-05:00,29917.5,-0.6771695196985862,0.05307544884124054,-0.7302449685398267,TIME,False
P0.20_W4,237,Long,90.0,2026-08-17 00:30:00-05:00,2026-08-17 00:30:00-05:00,2026-08-17 00:35:00-05:00,2026-08-17 00:40:00-05:00,2026-08-17 00:45:00-05:00,2026-08-17 00:45:00-05:00,29954.5,29940.683865725015,29982.132268549965,13.816134274983566,1,0,2.750407548427304,0.4523696625702803,2026-08-17 01:30:00-05:00,29982.132268549965,2.0,0.052474880858152516,1.9475251191418474,TARGET,False
P0.20_W4,247,Short,100.0,2026-08-18 09:50:00-05:00,2026-08-18 09:50:00-05:00,2026-08-18 09:55:00-05:00,2026-08-18 10:05:00-05:00,2026-08-18 10:15:00-05:00,2026-08-18 10:15:00-05:00,29218.25,29283.216642577987,29088.316714844022,64.96664257798828,-1,2,0.061570058745120726,1.1390460867847334,2026-08-18 10:30:00-05:00,29283.216642577987,-1.0,0.011159573147553132,-1.0111595731475531,STOP,False
P0.20_W4,256,Short,90.0,2026-08-18 23:30:00-05:00,2026-08-18 23:30:00-05:00,2026-08-18 23:35:00-05:00,2026-08-18 23:40:00-05:00,2026-08-18 23:45:00-05:00,2026-08-18 23:45:00-05:00,29158.75,29189.60813484936,29097.033730301282,30.858134849359118,-1,0,0.41318116153947654,0.9964957425363846,2026-08-18 23:55:00-05:00,29188.25,-0.9559877855227104,0.02349461506793102,-0.9794824005906414,WINDOW_END,False
P0.30_W1,9,Short,90.0,2026-06-30 07:00:00-05:00,2026-06-30 07:00:00-05:00,2026-06-30 07:10:00-05:00,2026-06-30 07:15:00-05:00,2026-06-30 07:20:00-05:00,2026-06-30 07:20:00-05:00,29747.75,29784.664426004638,29673.92114799072,36.914426004639004,1,1,1.8556431025472715,0.08126904098747174,2026-06-30 08:20:00-05:00,29681.75,1.7879189017243784,0.019640018238639003,1.7682788834857395,TIME,False
P0.30_W1,25,Short,75.0,2026-07-02 12:35:00-05:00,2026-07-02 12:35:00-05:00,2026-07-02 12:40:00-05:00,2026-07-02 12:45:00-05:00,2026-07-02 12:55:00-05:00,2026-07-02 12:55:00-05:00,29020.75,29118.505510138726,28825.238979722548,97.75551013872591,-1,4,0.08183681910766066,1.4577183403552054,2026-07-02 13:05:00-05:00,29118.505510138726,-1.0,0.0074164617316317474,-1.0074164617316317,STOP,True
P0.30_W1,29,Long,90.0,2026-07-02 21:05:00-05:00,2026-07-02 21:05:00-05:00,2026-07-02 21:10:00-05:00,2026-07-02 21:15:00-05:00,2026-07-02 21:20:00-05:00,2026-07-02 21:20:00-05:00,29400.0,29354.12814045621,29491.743719087583,45.871859543790904,-1,0,0.877444263221462,0.2506983609204177,2026-07-02 22:20:00-05:00,29428.25,0.615845973565374,0.01580489666672199,0.6000410768986519,TIME,False
P0.30_W1,40,Long,85.0,2026-07-07 10:50:00-05:00,2026-07-07 10:50:00-05:00,2026-07-07 10:55:00-05:00,2026-07-07 11:00:00-05:00,2026-07-07 11:10:00-05:00,2026-07-07 11:10:00-05:00,29148.5,29067.334739368947,29310.830521262105,81.16526063105175,-1,3,1.4107020554086072,0.19404853600598743,2026-07-07 12:10:00-05:00,29216.75,0.8408769893592789,0.008932392927259739,0.8319445964320191,TIME,False
P0.30_W1,55,Short,75.0,2026-07-09 19:05:00-05:00,2026-07-09 19:05:00-05:00,2026-07-09 19:15:00-05:00,2026-07-09 19:20:00-05:00,2026-07-09 19:25:00-05:00,2026-07-09 19:25:00-05:00,29519.25,29560.16229604445,29437.425407911094,40.912296044452184,1,0,0.8004928387401271,0.983811809443973,2026-07-09 20:25:00-05:00,29548.5,-0.714943985744999,0.017720833834705102,-0.7326648195797041,TIME,False
P0.30_W1,57,Short,75.0,2026-07-10 06:35:00-05:00,2026-07-10 06:35:00-05:00,2026-07-10 06:40:00-05:00,2026-07-10 06:45:00-05:00,2026-07-10 06:50:00-05:00,2026-07-10 06:50:00-05:00,29501.75,29532.820680070654,29439.60863985869,31.070680070655364,1,1,1.5529109723468721,1.9069424893585942,2026-07-10 07:10:00-05:00,29532.820680070654,-1.0,0.02333389543940896,-1.023333895439409,STOP,False
P0.30_W1,60,Long,75.0,2026-07-10 12:25:00-05:00,2026-07-10 12:25:00-05:00,2026-07-10 12:30:00-05:00,2026-07-10 12:35:00-05:00,2026-07-10 12:40:00-05:00,2026-07-10 12:40:00-05:00,29747.0,29701.055984191462,29838.88803161708,45.94401580853947,1,4,0.1632421517364618,0.9413630750135964,2026-07-10 13:40:00-05:00,29721.75,-0.5495819108460881,0.015780074667857975,-0.5653619855139461,TIME,False
P0.30_W1,85,Short,75.0,2026-07-16 11:10:00-05:00,2026-07-16 11:10:00-05:00,2026-07-16 11:30:00-05:00,2026-07-16 11:35:00-05:00,2026-07-16 11:40:00-05:00,2026-07-16 11:40:00-05:00,28975.0,29051.118399339593,28822.76320132081,76.11839933959466,-1,3,0.8243736145849195,0.7849613302222939,2026-07-16 12:40:00-05:00,28926.0,0.6437339779228853,0.009524635387634529,0.6342093425352509,TIME,False
P0.30_W1,119,Short,75.0,2026-07-23 09:40:00-05:00,2026-07-23 09:40:00-05:00,2026-07-23 09:45:00-05:00,2026-07-23 09:50:00-05:00,2026-07-23 10:00:00-05:00,2026-07-23 10:00:00-05:00,28250.0,28356.080185089126,28037.83962982175,106.08018508912647,-1,2,1.2749789217125294,0.5750367040625826,2026-07-23 11:00:00-05:00,28298.75,-0.459558021689359,0.006834452630252006,-0.466392474319611,TIME,False
P0.30_W1,120,Short,75.0,2026-07-23 13:50:00-05:00,2026-07-23 13:50:00-05:00,2026-07-23 13:55:00-05:00,2026-07-23 14:00:00-05:00,2026-07-23 14:05:00-05:00,2026-07-23 14:05:00-05:00,28192.0,28247.983471132717,28080.033057734567,55.98347113271626,-1,5,0.15629613210758156,1.1387289624980943,2026-07-23 14:20:00-05:00,28247.983471132717,-1.0,0.012950250946056759,-1.0129502509460568,STOP,True
P0.30_W1,122,Long,75.0,2026-07-23 23:55:00-05:00,2026-07-23 23:55:00-05:00,2026-07-24 00:00:00-05:00,2026-07-24 00:05:00-05:00,2026-07-24 00:10:00-05:00,2026-07-24 00:10:00-05:00,28275.5,28234.063722277882,28358.372555444235,41.43627772211805,-1,0,0.3318348258067703,1.188572012435159,2026-07-24 00:55:00-05:00,28234.063722277882,-1.0,0.017496745360720614,-1.0174967453607207,STOP,False
P0.30_W1,137,Long,90.0,2026-07-28 18:40:00-05:00,2026-07-28 18:40:00-05:00,2026-07-28 18:45:00-05:00,2026-07-28 18:50:00-05:00,2026-07-28 18:55:00-05:00,2026-07-28 18:55:00-05:00,27784.75,27705.894995978244,27942.460008043516,78.8550040217576,-1,0,0.9606238810044209,1.0715870355758887,2026-07-28 19:30:00-05:00,27705.894995978244,-1.0,0.009194089950207329,-1.0091940899502074,STOP,False
P0.30_W1,141,Short,75.0,2026-07-29 10:50:00-05:00,2026-07-29 10:50:00-05:00,2026-07-29 10:55:00-05:00,2026-07-29 11:00:00-05:00,2026-07-29 11:10:00-05:00,2026-07-29 11:10:00-05:00,27102.0,27195.62710584273,26914.745788314536,93.62710584273138,-1,3,0.11214701026471122,1.1561822724909514,2026-07-29 11:20:00-05:00,27195.62710584273,-1.0,0.007743484042087203,-1.0077434840420871,STOP,True
P0.30_W1,147,Long,90.0,2026-07-29 18:05:00-05:00,2026-07-29 18:05:00-05:00,2026-07-29 18:10:00-05:00,2026-07-29 18:15:00-05:00,2026-07-29 18:20:00-05:00,2026-07-29 18:20:00-05:00,27195.25,27110.28781614765,27365.174367704694,84.96218385234769,-1,0,1.1181445166839945,0.4796251479460293,2026-07-29 19:20:00-05:00,27253.25,0.6826566522912809,0.00853320815364101,0.6741234441376399,TIME,True
P0.30_W1,153,Long,75.0,2026-07-30 15:00:00-05:00,2026-07-30 15:00:00-05:00,2026-07-30 15:05:00-05:00,2026-07-30 15:10:00-05:00,2026-07-30 15:15:00-05:00,2026-07-30 15:15:00-05:00,28036.75,27972.583807734773,28165.08238453045,64.16619226522619,1,5,0.9350718483028331,0.8493569288750733,2026-07-30 17:15:00-05:00,28070.0,0.51818564926782,0.011298784833659233,0.5068868644341608,TIME,False
P0.30_W1,155,Short,90.0,2026-07-31 08:40:00-05:00,2026-07-31 08:40:00-05:00,2026-07-31 08:45:00-05:00,2026-07-31 08:50:00-05:00,2026-07-31 09:00:00-05:00,2026-07-31 09:00:00-05:00,27924.75,28038.21422168574,27697.82155662852,113.46422168573852,0,1,1.434372858527758,0.9077751424169529,2026-07-31 10:00:00-05:00,28004.0,-0.6984580586072185,0.006389679400507678,-0.7048477380077263,TIME,False
P0.30_W1,170,Long,75.0,2026-08-04 14:00:00-05:00,2026-08-04 14:00:00-05:00,2026-08-04 14:25:00-05:00,2026-08-04 14:30:00-05:00,2026-08-04 14:35:00-05:00,2026-08-04 14:35:00-05:00,29604.0,29562.12278558915,29687.754428821703,41.87721441085099,1,5,0.8298068648758017,1.2178460462925433,2026-08-04 14:50:00-05:00,29562.12278558915,-1.0,0.01731251732474694,-1.017312517324747,STOP,False
P0.30_W1,171,Short,75.0,2026-08-04 15:15:00-05:00,2026-08-04 15:15:00-05:00,2026-08-04 15:20:00-05:00,2026-08-04 15:25:00-05:00,2026-08-04 15:30:00-05:00,2026-08-04 15:30:00-05:00,29460.25,29527.675453341195,29325.39909331761,67.42545334119558,1,5,0.20022112319639052,0.9825666230933979,2026-08-04 17:30:00-05:00,29517.25,-0.8453780757180933,0.010752615875361712,-0.856130691593455,TIME,False
P0.30_W1,184,Short,75.0,2026-08-07 13:10:00-05:00,2026-08-07 13:10:00-05:00,2026-08-07 13:15:00-05:00,2026-08-07 13:20:00-05:00,2026-08-07 13:25:00-05:00,2026-08-07 13:25:00-05:00,29388.0,29430.179146878294,29303.64170624341,42.179146878295,1,4,0.693470640465983,1.5647542656668334,2026-08-07 14:00:00-05:00,29430.179146878294,-1.0,0.017188588524370517,-1.0171885885243706,STOP,False
P0.30_W1,185,Long,75.0,2026-08-07 14:05:00-05:00,2026-08-07 14:05:00-05:00,2026-08-07 14:30:00-05:00,2026-08-07 14:35:00-05:00,2026-08-07 14:45:00-05:00,2026-08-07 14:45:00-05:00,29471.5,29430.06655250162,29554.366894996765,41.43344749838201,1,5,1.7135914167599153,0.0784390437249257,2026-08-07 15:45:00-05:00,29498.25,0.6456136675820808,0.017497940523252657,0.6281157270588281,TIME,False
P0.30_W1,213,Long,90.0,2026-08-12 20:50:00-05:00,2026-08-12 20:50:00-05:00,2026-08-12 20:55:00-05:00,2026-08-12 21:00:00-05:00,2026-08-12 21:10:00-05:00,2026-08-12 21:10:00-05:00,29544.5,29519.805434634716,29593.889130730568,24.694565365283964,1,0,0.2935868638608304,1.1642237704826033,2026-08-12 21:30:00-05:00,29519.805434634716,-1.0,0.02935868638608304,-1.029358686386083,STOP,False
P0.30_W1,217,Short,90.0,2026-08-13 07:00:00-05:00,2026-08-13 07:00:00-05:00,2026-08-13 07:25:00-05:00,2026-08-13 07:30:00-05:00,2026-08-13 07:40:00-05:00,2026-08-13 07:40:00-05:00,29529.0,29561.66217994325,29463.675640113495,32.662179943251594,1,1,0.1760445876542916,1.0562675259257495,2026-08-13 07:55:00-05:00,29561.66217994325,-1.0,0.022196926269454156,-1.0221969262694541,STOP,False
P0.30_W1,230,Short,75.0,2026-08-14 09:20:00-05:00,2026-08-14 09:20:00-05:00,2026-08-14 09:25:00-05:00,2026-08-14 09:30:00-05:00,2026-08-14 09:40:00-05:00,2026-08-14 09:40:00-05:00,29837.75,29890.074130672594,29733.101738654816,52.32413067259303,1,2,2.1213921487689604,0.20067223028895573,2026-08-14 10:20:00-05:00,29733.101738654816,2.0,0.013855939710427896,1.9861440602895721,TARGET,False
P0.30_W1,236,Long,75.0,2026-08-16 22:35:00-05:00,2026-08-16 22:35:00-05:00,2026-08-16 22:40:00-05:00,2026-08-16 22:45:00-05:00,2026-08-16 22:50:00-05:00,2026-08-16 22:50:00-05:00,29926.75,29913.090200302995,29954.06959939401,13.65979969700534,1,0,0.7686789142524493,0.8418864298955396,2026-08-16 23:50:00-05:00,29917.5,-0.6771695196985862,0.05307544884124054,-0.7302449685398267,TIME,False
P0.30_W1,237,Long,90.0,2026-08-17 00:30:00-05:00,2026-08-17 00:30:00-05:00,2026-08-17 00:35:00-05:00,2026-08-17 00:40:00-05:00,2026-08-17 00:45:00-05:00,2026-08-17 00:45:00-05:00,29954.5,29940.683865725015,29982.132268549965,13.816134274983566,1,0,2.750407548427304,0.4523696625702803,2026-08-17 01:30:00-05:00,29982.132268549965,2.0,0.052474880858152516,1.9475251191418474,TARGET,False
P0.30_W1,256,Short,90.0,2026-08-18 23:30:00-05:00,2026-08-18 23:30:00-05:00,2026-08-18 23:35:00-05:00,2026-08-18 23:40:00-05:00,2026-08-18 23:45:00-05:00,2026-08-18 23:45:00-05:00,29158.75,29189.60813484936,29097.033730301282,30.858134849359118,-1,0,0.41318116153947654,0.9964957425363846,2026-08-18 23:55:00-05:00,29188.25,-0.9559877855227104,0.02349461506793102,-0.9794824005906414,WINDOW_END,False
